,Image,Labels
1058,train\Moderate\aa31bc6b8f4d.png,Moderate
3175,train\Proliferate_DR\0083ee8054ee.png,Proliferate_DR
3582,train\Severe\9878db94d9f3.png,Severe
494,train\Moderate\1e4650743fa2.png,Moderate
2306,train\No_DR\8a8a251770cd.png,No_DR
107,train\Mild\4c3c1ed09771.png,Mild
2882,train\No_DR\d881c04f01fe.png,No_DR
2389,train\No_DR\96793edb1003.png,No_DR
1870,train\No_DR\4cddfc22b0ad.png,No_DR
626,train\Moderate\3f47f83217b5.png,Moderate
2010,train\No_DR\5fcff7280019.png,No_DR
119,train\Mild\4fa26d065ad3.png,Mild
2966,train\No_DR\e3cd96cb094c.png,No_DR
1935,train\No_DR\54334705a34d.png,No_DR
3532,train\Severe\4fef9ed8a4c5.png,Severe
1288,train\Moderate\e663c6627a95.png,Moderate
383,train\Moderate\03676c71ed1b.png,Moderate
1164,train\Moderate\c70d09370109.png,Moderate
3616,train\Severe\bec0acd539b2.png,Severe
1024,train\Moderate\a3957df90a78.png,Moderate
1622,train\No_DR\274f4de2a59d.png,No_DR
2128,train\No_DR\726dff37edc0.png,No_DR
2150,train\No_DR\75c180e04f65.png,No_DR
2286,train\No_DR\87d46b1cc4e9.png,No_DR
3511,train\Severe\383e72af1955.png,Severe
3202,train\Proliferate_DR\1b32e1d775ea.png,Proliferate_DR
1551,train\No_DR\1ca91751be4d.png,No_DR
2942,train\No_DR\e06cccc08c59.png,No_DR
2856,train\No_DR\d5c63a8d9e94.png,No_DR
2787,train\No_DR\cb28adab4e8a.png,No_DR
3010,train\No_DR\e9f3c85a2a02.png,No_DR
1671,train\No_DR\2ef4a04aed1b.png,No_DR
207,train\Mild\8676427e4625.png,Mild
2131,train\No_DR\7347bd23ba80.png,No_DR
3069,train\No_DR\f09fd9433dff.png,No_DR
63,train\Mild\2a8a9e957a6c.png,Mild
2096,train\No_DR\6d6be4cfc73f.png,No_DR
32,train\Mild\15cc2aef772a.png,Mild
2066,train\No_DR\69b3a00927fc.png,No_DR
1856,train\No_DR\4b237b958555.png,No_DR
714,train\Moderate\51cfeccaf40d.png,Moderate
1203,train\Moderate\d15ca3469b87.png,Moderate
2741,train\No_DR\c38dec54a9f7.png,No_DR
275,train\Mild\b94c58d063bf.png,Mild
3372,train\Proliferate_DR\aeed1f251ceb.png,Proliferate_DR
1227,train\Moderate\d83d0695e215.png,Moderate
850,train\Moderate\77e7c7a160c8.png,Moderate
1456,train\No_DR\0d9a9896f801.png,No_DR
3360,train\Proliferate_DR\a0cd7bffdaa0.png,Proliferate_DR
2519,train\No_DR\a7b03e58a6e1.png,No_DR
323,train\Mild\d5b4705ac2ee.png,Mild
704,train\Moderate\4f20f9a9a65b.png,Moderate
799,train\Moderate\67844c46bc61.png,Moderate
221,train\Mild\90c982cc2d96.png,Mild
1301,train\Moderate\e868c3da340b.png,Moderate
691,train\Moderate\4c52922f3bfd.png,Moderate
2699,train\No_DR\bdc6c60e9133.png,No_DR
3106,train\No_DR\f62b8a076833.png,No_DR
2245,train\No_DR\8241e43408a8.png,No_DR
1587,train\No_DR\207dd0487264.png,No_DR
2615,train\No_DR\b11dcdcbc8c8.png,No_DR
1829,train\No_DR\475300735b7f.png,No_DR
2764,train\No_DR\c6f5b5b5be41.png,No_DR
156,train\Mild\6298468d7d75.png,Mild
1056,train\Moderate\a9d0c900b6a9.png,Moderate
1378,train\No_DR\01d9477b1171.png,No_DR
984,train\Moderate\9b418ce42c13.png,Moderate
1501,train\No_DR\155e2df6bfcf.png,No_DR
681,train\Moderate\49a4765f8822.png,Moderate
1859,train\No_DR\4bcee3cbe232.png,No_DR
1149,train\Moderate\c3acf47700ea.png,Moderate
3063,train\No_DR\f02babb3a023.png,No_DR
3432,train\Proliferate_DR\e39b627cf648.png,Proliferate_DR
3452,train\Proliferate_DR\f03d3c4ce7fb.png,Proliferate_DR
2904,train\No_DR\daad7b617f21.png,No_DR
1923,train\No_DR\52ddde91a349.png,No_DR
1414,train\No_DR\08037e4490e5.png,No_DR
385,train\Moderate\03fd50da928d.png,Moderate
682,train\Moderate\49d69c4c6290.png,Moderate
2630,train\No_DR\b46b09a45f39.png,No_DR
874,train\Moderate\7f6ce40f306b.png,Moderate
252,train\Mild\a8582e346df0.png,Mild
2537,train\No_DR\a96ff96bbae5.png,No_DR
3436,train\Proliferate_DR\e4f12411fd85.png,Proliferate_DR
1666,train\No_DR\2db0cd3e30da.png,No_DR
3659,train\Severe\fcc6aa6755e6.png,Severe
802,train\Moderate\681c3c115684.png,Moderate
434,train\Moderate\11b5c77fbf79.png,Moderate
1529,train\No_DR\18cde9649e90.png,No_DR
1077,train\Moderate\aef9016557ca.png,Moderate
116,train\Mild\4ecd1fdd1435.png,Mild
1996,train\No_DR\5d6239c0fd39.png,No_DR
1401,train\No_DR\060e00d1e2ab.png,No_DR
1880,train\No_DR\4dd7b322f342.png,No_DR
1186,train\Moderate\cbc2e57447c2.png,Moderate
105,train\Mild\4aa07d720638.png,Mild
2659,train\No_DR\b7bd4a6627b6.png,No_DR
1567,train\No_DR\1df1530b9b8d.png,No_DR
2729,train\No_DR\c18a006f7f1d.png,No_DR
1079,train\Moderate\af831c158744.png,Moderate
3002,train\No_DR\e8ddfc9709ce.png,No_DR
921,train\Moderate\8aab201c0691.png,Moderate
331,train\Mild\db4ed1e07aa3.png,Mild
1757,train\No_DR\3c326543fff6.png,No_DR
3578,train\Severe\913490237ad4.png,Severe
3488,train\Severe\191a711852bd.png,Severe
708,train\Moderate\51030843fde2.png,Moderate
3285,train\Proliferate_DR\62318d514160.png,Proliferate_DR
2358,train\No_DR\91f3c4c1e72b.png,No_DR
1236,train\Moderate\d95959798b57.png,Moderate
2607,train\No_DR\b086c7cd3868.png,No_DR
3536,train\Severe\537e50fdf22e.png,Severe
671,train\Moderate\475c7ded0f7a.png,Moderate
2881,train\No_DR\d871895742b1.png,No_DR
248,train\Mild\a5a2a7003d60.png,Mild
1810,train\No_DR\44271f3cb18f.png,No_DR
1518,train\No_DR\17e6116b89b3.png,No_DR
247,train\Mild\a47432cd41e7.png,Mild
2660,train\No_DR\b7ce561a7328.png,No_DR
3265,train\Proliferate_DR\51a1d162e223.png,Proliferate_DR
3477,train\Severe\0c917c372572.png,Severe
1452,train\No_DR\0cecc2864b7f.png,No_DR
390,train\Moderate\04d029cfb612.png,Moderate
3459,train\Proliferate_DR\f69835dc7c50.png,Proliferate_DR
1993,train\No_DR\5d3c8c1f57da.png,No_DR
634,train\Moderate\417f408ee8e0.png,Moderate
2788,train\No_DR\cb39761f0712.png,No_DR
1294,train\Moderate\e7a372a1c3a4.png,Moderate
2339,train\No_DR\8f14bca04b47.png,No_DR
3614,train\Severe\bb5083fae98f.png,Severe
3253,train\Proliferate_DR\46cdc8b685bd.png,Proliferate_DR
997,train\Moderate\9eaac43744f5.png,Moderate
2405,train\No_DR\98277aeb96a7.png,No_DR
51,train\Mild\22a6da005395.png,Mild
158,train\Mild\6377e23928f6.png,Mild
3025,train\No_DR\ebf4b22240f4.png,No_DR
1900,train\No_DR\5069feccd866.png,No_DR
163,train\Mild\65e51e18242b.png,Mild
2137,train\No_DR\73ef3c3dcbe4.png,No_DR
2248,train\No_DR\83038ca49b6d.png,No_DR
3631,train\Severe\d16398c971e9.png,Severe
147,train\Mild\5b0e53f53ef3.png,Mild
2546,train\No_DR\aa60813e1a8d.png,No_DR
2772,train\No_DR\c90c6b94cf40.png,No_DR
1937,train\No_DR\549381330191.png,No_DR
450,train\Moderate\1541226c5d72.png,Moderate
2902,train\No_DR\da9574d35b82.png,No_DR
1363,train\Moderate\ff344e5c9341.png,Moderate
3294,train\Proliferate_DR\66a0bf258013.png,Proliferate_DR
2539,train\No_DR\a9a3225cf4b5.png,No_DR
6,train\Mild\04ac765f91a1.png,Mild
2795,train\No_DR\ccea49708830.png,No_DR
1004,train\Moderate\a01c590c444f.png,Moderate
1927,train\No_DR\53327edb9e4d.png,No_DR
593,train\Moderate\362c4a96cebb.png,Moderate
196,train\Mild\7ef5ff774a48.png,Mild
601,train\Moderate\38e111cac46f.png,Moderate
3597,train\Severe\a8e88d4891c4.png,Severe
879,train\Moderate\80b5a9519aec.png,Moderate
839,train\Moderate\757572337fd0.png,Moderate
2593,train\No_DR\aebe87a423c8.png,No_DR
3328,train\Proliferate_DR\82bb8a01935f.png,Proliferate_DR
1763,train\No_DR\3cd9713c0ecb.png,No_DR
3274,train\Proliferate_DR\5c7ab966a3ee.png,Proliferate_DR
359,train\Mild\f72ef9ceeaa8.png,Mild
394,train\Moderate\064af6592ba6.png,Moderate
1837,train\No_DR\48a45619d1a3.png,No_DR
219,train\Mild\8fc09fecd22f.png,Mild
2367,train\No_DR\930fee99213a.png,No_DR
2558,train\No_DR\ab686895533e.png,No_DR
3451,train\Proliferate_DR\f025f33b2c9b.png,Proliferate_DR
1127,train\Moderate\bcdc8db5423b.png,Moderate
1480,train\No_DR\10f10fd30718.png,No_DR
1926,train\No_DR\53273d664cd8.png,No_DR
2334,train\No_DR\8ead8f37423c.png,No_DR
2678,train\No_DR\ba2ea9182090.png,No_DR
382,train\Moderate\033f2b43de6d.png,Moderate
2571,train\No_DR\acf976efd7ce.png,No_DR
1365,train\Moderate\ff77e8e5b5f3.png,Moderate
1122,train\Moderate\ba2624883599.png,Moderate
2945,train\No_DR\e12df54e0d1e.png,No_DR
1954,train\No_DR\58059e73d2d4.png,No_DR
952,train\Moderate\92b0d27fc0ec.png,Moderate
3559,train\Severe\788ddb0b70b7.png,Severe
1713,train\No_DR\357f02a779d7.png,No_DR
3583,train\Severe\996f57c86ba5.png,Severe
256,train\Mild\ababe19ed448.png,Mild
2346,train\No_DR\904b03ad5594.png,No_DR
101,train\Mild\494fc9c745a3.png,Mild
3280,train\Proliferate_DR\613028ede6a0.png,Proliferate_DR
1040,train\Moderate\a6c9e96a10d7.png,Moderate
1250,train\Moderate\dd110d2b8c21.png,Moderate
2457,train\No_DR\9f8112c710be.png,No_DR
1939,train\No_DR\54bdcdecd8f3.png,No_DR
3300,train\Proliferate_DR\6d259b5b4c76.png,Proliferate_DR
87,train\Mild\3b73a3a4a734.png,Mild
2793,train\No_DR\cc964bf04dbc.png,No_DR
129,train\Mild\53f6c1c65c04.png,Mild
1932,train\No_DR\54038e56131d.png,No_DR
3628,train\Severe\d0079cc188e9.png,Severe
1275,train\Moderate\e31c42a8652b.png,Moderate
3164,train\No_DR\fefded6bf135.png,No_DR
2749,train\No_DR\c57c164bca05.png,No_DR
1449,train\No_DR\0cbcc7b23613.png,No_DR
74,train\Mild\33b893e18eb3.png,Mild
1037,train\Moderate\a664d2055886.png,Moderate
234,train\Mild\99ecdb41d5e7.png,Mild
1584,train\No_DR\1fddd7c98fd2.png,No_DR
262,train\Mild\b07bc463b718.png,Mild
135,train\Mild\5712e2aa73a2.png,Mild
429,train\Moderate\10eefba568dd.png,Moderate
3142,train\No_DR\fb88d23fc5fe.png,No_DR
627,train\Moderate\3f5b4c2948e8.png,Moderate
1563,train\No_DR\1db0393cdbc1.png,No_DR
3079,train\No_DR\f2f569a64949.png,No_DR
2017,train\No_DR\6155cf375354.png,No_DR
3004,train\No_DR\e907d23cce3d.png,No_DR
2369,train\No_DR\93421787f520.png,No_DR
2897,train\No_DR\da3a2275c850.png,No_DR
381,train\Moderate\032d7b0b4bf6.png,Moderate
587,train\Moderate\33e8e26a75d4.png,Moderate
904,train\Moderate\86fbac86ed3e.png,Moderate
1413,train\No_DR\07f5d7baf907.png,No_DR
641,train\Moderate\42a67337fa8e.png,Moderate
397,train\Moderate\07419eddd6be.png,Moderate
1426,train\No_DR\09662e462531.png,No_DR
699,train\Moderate\4e43d05cc2ef.png,Moderate
1436,train\No_DR\0abf0c485f66.png,No_DR
3148,train\No_DR\fc8fce67fbf8.png,No_DR
2491,train\No_DR\a3132c8828e4.png,No_DR
1924,train\No_DR\52edbe29d655.png,No_DR
1136,train\Moderate\bf7047dc683c.png,Moderate
2331,train\No_DR\8e76054f0831.png,No_DR
2490,train\No_DR\a30a143a53a3.png,No_DR
873,train\Moderate\7ec1ffe8220b.png,Moderate
2051,train\No_DR\668a319c2d23.png,No_DR
2142,train\No_DR\75238d945315.png,No_DR
2964,train\No_DR\e33766353db2.png,No_DR
2569,train\No_DR\ace2281f00c4.png,No_DR
215,train\Mild\8c2f0f04e1ed.png,Mild
320,train\Mild\d3de0d313d61.png,Mild
3529,train\Severe\4df6a81b476e.png,Severe
3242,train\Proliferate_DR\3b232b394e4f.png,Proliferate_DR
3326,train\Proliferate_DR\7efc91af4ae6.png,Proliferate_DR
300,train\Mild\c96f743915b5.png,Mild
375,train\Moderate\0161338f53cc.png,Moderate
539,train\Moderate\27bab1432f61.png,Moderate
2833,train\No_DR\d27ac9e54901.png,No_DR
1971,train\No_DR\5a27b9b2a9c1.png,No_DR
726,train\Moderate\52886bed8a07.png,Moderate
2021,train\No_DR\61d9c88a3a4b.png,No_DR
1525,train\No_DR\1891698febce.png,No_DR
365,train\Mild\fdd18ccbbdc5.png,Mild
1844,train\No_DR\4982378d72f9.png,No_DR
771,train\Moderate\5eb311bcb5f9.png,Moderate
61,train\Mild\29b52f64d2db.png,Mild
913,train\Moderate\891392c9683c.png,Moderate
3624,train\Severe\c67117c6ab3b.png,Severe
3640,train\Severe\e1900014dabf.png,Severe
3591,train\Severe\a14bbd9a583e.png,Severe
775,train\Moderate\60eeae3ba23d.png,Moderate
1237,train\Moderate\d968a983d4d2.png,Moderate
2205,train\No_DR\7d11dbc1e738.png,No_DR
1338,train\Moderate\f583a722434c.png,Moderate
1657,train\No_DR\2cacdb0dffae.png,No_DR
3604,train\Severe\af3b0115aad1.png,Severe
1138,train\Moderate\bfaa0080ab61.png,Moderate
1200,train\Moderate\d10d315f123f.png,Moderate
1802,train\No_DR\436fa3fd145a.png,No_DR
3165,train\No_DR\ff03f74667df.png,No_DR
563,train\Moderate\2c1d5be654dd.png,Moderate
2681,train\No_DR\bab776139279.png,No_DR
2397,train\No_DR\973b0facfa9b.png,No_DR
2827,train\No_DR\d1ca85af57c9.png,No_DR
2583,train\No_DR\ae2e888905ba.png,No_DR
880,train\Moderate\80feb1f7ca5e.png,Moderate
2399,train\No_DR\976082127e2a.png,No_DR
3351,train\Proliferate_DR\94ef1d14597f.png,Proliferate_DR
2139,train\No_DR\7435e9a3e36e.png,No_DR
2087,train\No_DR\6c6505a0c637.png,No_DR
304,train\Mild\ca63fe4f4b52.png,Mild
442,train\Moderate\1411c8ab7161.png,Moderate
1356,train\Moderate\fc4c2d35c6f8.png,Moderate
3082,train\No_DR\f366fb1cc475.png,No_DR
326,train\Mild\d6e26fe51dce.png,Mild
115,train\Mild\4e82c3c8d31f.png,Mild
2680,train\No_DR\baaca2f7e1f0.png,No_DR
840,train\Moderate\75a7bc945b7d.png,Moderate
1912,train\No_DR\51af8a689511.png,No_DR
3132,train\No_DR\f9e1c439d4c8.png,No_DR
1282,train\Moderate\e4e343eaae2a.png,Moderate
2115,train\No_DR\6fe4751a3b42.png,No_DR
3247,train\Proliferate_DR\3ee4841936ef.png,Proliferate_DR
3320,train\Proliferate_DR\7c629b491d1a.png,Proliferate_DR
3073,train\No_DR\f1d719c97838.png,No_DR
1979,train\No_DR\5b3d41626ec5.png,No_DR
847,train\Moderate\7743f4e04a6d.png,Moderate
2432,train\No_DR\9b70f84400af.png,No_DR
3198,train\Proliferate_DR\187f6ccda87a.png,Proliferate_DR
1823,train\No_DR\45693d027798.png,No_DR
2005,train\No_DR\5ead17e894ae.png,No_DR
1820,train\No_DR\454792eb6e05.png,No_DR
3404,train\Proliferate_DR\cb547e723a16.png,Proliferate_DR
2670,train\No_DR\b92eacd1392a.png,No_DR
924,train\Moderate\8b26d3cd61e8.png,Moderate
3503,train\Severe\31616ff6b53b.png,Severe
1766,train\No_DR\3d2ecffe0386.png,No_DR
274,train\Mild\b8ebedd382de.png,Mild
2127,train\No_DR\7269a1d84a57.png,No_DR
3350,train\Proliferate_DR\905cc86bf100.png,Proliferate_DR
2114,train\No_DR\6fbaaf8eb67a.png,No_DR
1140,train\Moderate\bfda2fd0533a.png,Moderate
1244,train\Moderate\da8900ac7f29.png,Moderate
3523,train\Severe\4b618537d52f.png,Severe
2133,train\No_DR\737ef6226677.png,No_DR
577,train\Moderate\302bcdb635ff.png,Moderate
258,train\Mild\ad1f7445b1a8.png,Mild
3613,train\Severe\b960142a8de7.png,Severe
2887,train\No_DR\d93b61dc8f64.png,No_DR
2509,train\No_DR\a654b25124c3.png,No_DR
724,train\Moderate\5265dc9acdf8.png,Moderate
159,train\Mild\63a03880939c.png,Mild
3014,train\No_DR\ea68b58a6e8f.png,No_DR
815,train\Moderate\6cb98da77e3e.png,Moderate
3248,train\Proliferate_DR\3f752fcccec0.png,Proliferate_DR
421,train\Moderate\0efc93ec838b.png,Moderate
1464,train\No_DR\0e43c8298fc0.png,No_DR
1249,train\Moderate\dc6fa1b38b83.png,Moderate
899,train\Moderate\86722fcd802c.png,Moderate
1513,train\No_DR\174db0854291.png,No_DR
3335,train\Proliferate_DR\875a2fc5fe23.png,Proliferate_DR
2385,train\No_DR\958c1fa044ba.png,No_DR
2043,train\No_DR\65dda202653d.png,No_DR
2757,train\No_DR\c6229222bf22.png,No_DR
2097,train\No_DR\6d6fcf49e515.png,No_DR
938,train\Moderate\8eb3337a54e9.png,Moderate
1712,train\No_DR\35777eb7859d.png,No_DR
1997,train\No_DR\5d9c841eb245.png,No_DR
2039,train\No_DR\658ad9f09f5d.png,No_DR
1015,train\Moderate\a19507501b40.png,Moderate
528,train\Moderate\2608e1dac5b1.png,Moderate
2320,train\No_DR\8c84e96d9b01.png,No_DR
1947,train\No_DR\571bbdbf585e.png,No_DR
3596,train\Severe\a80dab8eddf4.png,Severe
1340,train\Moderate\f61bf44c677c.png,Moderate
1732,train\No_DR\38373431d996.png,No_DR
1919,train\No_DR\5288f7441f64.png,No_DR
665,train\Moderate\460893cd86e3.png,Moderate
1578,train\No_DR\1f3f32efaf20.png,No_DR
925,train\Moderate\8bdb891661a8.png,Moderate
1913,train\No_DR\51cd8d2057fa.png,No_DR
3038,train\No_DR\ed6bd9293a89.png,No_DR
820,train\Moderate\6dfd80748e72.png,Moderate
788,train\Moderate\6531070bf03c.png,Moderate
1627,train\No_DR\283c3aeba594.png,No_DR
3288,train\Proliferate_DR\64fedbf97473.png,Proliferate_DR
567,train\Moderate\2cef97083e6f.png,Moderate
217,train\Mild\8ef2eb8c51c4.png,Mild
1066,train\Moderate\abf0f56c6f12.png,Moderate
153,train\Mild\613bacb35c05.png,Mild
1541,train\No_DR\1b3647865779.png,No_DR
43,train\Mild\1c3a6b4449e9.png,Mild
1169,train\Moderate\c87493ed320c.png,Moderate
1488,train\No_DR\12bc439d373a.png,No_DR
2864,train\No_DR\d6f36ec5564a.png,No_DR
3180,train\Proliferate_DR\034cb07a550f.png,Proliferate_DR
2873,train\No_DR\d7bc00091cfc.png,No_DR
543,train\Moderate\28a4d00927b7.png,Moderate
3133,train\No_DR\fa0c87bd75ce.png,No_DR
65,train\Mild\2d9d97a6e713.png,Mild
624,train\Moderate\3e86335bc2fd.png,Moderate
1181,train\Moderate\cac40227d3b2.png,Moderate
240,train\Mild\a19ecd0a706e.png,Mild
1741,train\No_DR\393fa5a023a5.png,No_DR
1858,train\No_DR\4b6cb0bcfd44.png,No_DR
3395,train\Proliferate_DR\c01eae4b4939.png,Proliferate_DR
977,train\Moderate\9a4f370d341b.png,Moderate
1510,train\No_DR\164cd5a3a6cd.png,No_DR
154,train\Mild\6165081b9021.png,Mild
1312,train\Moderate\eb1ad14dd281.png,Moderate
1369,train\No_DR\002c21358ce6.png,No_DR
1753,train\No_DR\3b9817a39adf.png,No_DR
2403,train\No_DR\97f290d31813.png,No_DR
1466,train\No_DR\0eced86c9db8.png,No_DR
2769,train\No_DR\c80b0f27541a.png,No_DR
870,train\Moderate\7dee6bf8b9c1.png,Moderate
2418,train\No_DR\9985375d709f.png,No_DR
1379,train\No_DR\01f7bb8be950.png,No_DR
748,train\Moderate\5905a9b06a73.png,Moderate
1915,train\No_DR\521b5377a727.png,No_DR
2458,train\No_DR\9f935fb38440.png,No_DR
908,train\Moderate\879744b9dc65.png,Moderate
823,train\Moderate\6f0463c1ff18.png,Moderate
1776,train\No_DR\3fe282197c1c.png,No_DR
2290,train\No_DR\883ddb650967.png,No_DR
2626,train\No_DR\b3a994760537.png,No_DR
1493,train\No_DR\13d411c85ffd.png,No_DR
2625,train\No_DR\b35cad8fe2d7.png,No_DR
649,train\Moderate\4384fa687afa.png,Moderate
3499,train\Severe\2b48daf24be0.png,Severe
1166,train\Moderate\c7c0470bcf87.png,Moderate
3595,train\Severe\a763661f98a5.png,Severe
2784,train\No_DR\cb02bb47fdc5.png,No_DR
1087,train\Moderate\b13d72ceea26.png,Moderate
1991,train\No_DR\5cbe88914a72.png,No_DR
2210,train\No_DR\7e5a76c4e103.png,No_DR
3534,train\Severe\51269b77d312.png,Severe
1609,train\No_DR\252305189b3a.png,No_DR
644,train\Moderate\42b93b574f23.png,Moderate
3398,train\Proliferate_DR\c1896142a20a.png,Proliferate_DR
1273,train\Moderate\e2856afe62c5.png,Moderate
603,train\Moderate\39134907127a.png,Moderate
2959,train\No_DR\e2c39ed0c941.png,No_DR
3376,train\Proliferate_DR\b49b2fac2514.png,Proliferate_DR
1644,train\No_DR\2a4520f1f9a3.png,No_DR
1557,train\No_DR\1d29cb2f4296.png,No_DR
1943,train\No_DR\55968f0e63c4.png,No_DR
1945,train\No_DR\565f3404f9b2.png,No_DR
2374,train\No_DR\93d6d20a5ee3.png,No_DR
328,train\Mild\d85588ff2ebd.png,Mild
3546,train\Severe\6a244e855d0e.png,Severe
683,train\Moderate\4a0890b08532.png,Moderate
3357,train\Proliferate_DR\9cc6b1f9bcbd.png,Proliferate_DR
3599,train\Severe\aae8f9f3ef8c.png,Severe
953,train\Moderate\92d8a7c8e718.png,Moderate
2575,train\No_DR\ad20080452de.png,No_DR
1933,train\No_DR\540e4973829e.png,No_DR
3505,train\Severe\33778d136069.png,Severe
2480,train\No_DR\a1eb88562239.png,No_DR
360,train\Mild\f762c272c522.png,Mild
2872,train\No_DR\d7ac4a0c9760.png,No_DR
1564,train\No_DR\1db6bb46c102.png,No_DR
711,train\Moderate\5152bf091152.png,Moderate
3008,train\No_DR\e97ecf4355cb.png,No_DR
2845,train\No_DR\d3dfd0a2dee6.png,No_DR
2967,train\No_DR\e42d9a94a66d.png,No_DR
645,train\Moderate\435d900fa7b2.png,Moderate
1940,train\No_DR\54f57cf26126.png,No_DR
591,train\Moderate\349f3c0ac83e.png,Moderate
1697,train\No_DR\33596a635b53.png,No_DR
892,train\Moderate\8446826853d0.png,Moderate
2118,train\No_DR\70d0392397de.png,No_DR
2700,train\No_DR\bde1063a5dd7.png,No_DR
3321,train\Proliferate_DR\7c90ab025331.png,Proliferate_DR
1124,train\Moderate\bc23f74e14dd.png,Moderate
980,train\Moderate\9a9b21215c55.png,Moderate
848,train\Moderate\77543f66a84a.png,Moderate
1806,train\No_DR\43f22d1be8dd.png,No_DR
2712,train\No_DR\beeca5f14618.png,No_DR
228,train\Mild\95a4cc805c7b.png,Mild
376,train\Moderate\0180bfa26c0b.png,Moderate
2438,train\No_DR\9c14ce27cbfc.png,No_DR
2190,train\No_DR\7ad0c4975890.png,No_DR
540,train\Moderate\27fca9f12b3c.png,Moderate
2305,train\No_DR\8a87dd2a784e.png,No_DR
2488,train\No_DR\a2b995b81692.png,No_DR
2732,train\No_DR\c24bcf7a1bc4.png,No_DR
2862,train\No_DR\d6dbb0820ea5.png,No_DR
1918,train\No_DR\5264a54e1830.png,No_DR
2734,train\No_DR\c26f98f58350.png,No_DR
2665,train\No_DR\b842b43cb7fb.png,No_DR
2197,train\No_DR\7bc00e58d419.png,No_DR
2396,train\No_DR\971bb98ab935.png,No_DR
366,train\Mild\fe2df69676cf.png,Mild
2299,train\No_DR\896ad584a841.png,No_DR
3110,train\No_DR\f68690db78d3.png,No_DR
3098,train\No_DR\f531232ecb55.png,No_DR
3527,train\Severe\4d47300e3ddb.png,Severe
1038,train\Moderate\a66c3165876f.png,Moderate
1877,train\No_DR\4d3de40ced3a.png,No_DR
2038,train\No_DR\6504b703c429.png,No_DR
1686,train\No_DR\3178559fbf57.png,No_DR
2252,train\No_DR\83517eaeccb9.png,No_DR
679,train\Moderate\48fda42bd5d4.png,Moderate
1835,train\No_DR\4860f7813654.png,No_DR
2234,train\No_DR\80e6e425f966.png,No_DR
235,train\Mild\9a3109657ac1.png,Mild
2500,train\No_DR\a4ee03ecff60.png,No_DR
1629,train\No_DR\286e9981dd9b.png,No_DR
11,train\Mild\07929d32b5b3.png,Mild
2898,train\No_DR\da6389d129aa.png,No_DR
1497,train\No_DR\1509d097b69a.png,No_DR
937,train\Moderate\8e63fc4ab532.png,Moderate
3266,train\Proliferate_DR\51af8c112682.png,Proliferate_DR
3658,train\Severe\fb61230b99dd.png,Severe
3306,train\Proliferate_DR\6fe67482bfae.png,Proliferate_DR
3363,train\Proliferate_DR\a2ddabee14e9.png,Proliferate_DR
1060,train\Moderate\aa841de1ee82.png,Moderate
3135,train\No_DR\fa6f3d8bb1d5.png,No_DR
746,train\Moderate\582f739b8f62.png,Moderate
1168,train\Moderate\c80f79579fed.png,Moderate
1213,train\Moderate\d2c6b99ef62c.png,Moderate
2777,train\No_DR\c9c563864ab1.png,No_DR
214,train\Mild\8bc6716c2238.png,Mild
2899,train\No_DR\da6bbb76d562.png,No_DR
3637,train\Severe\dd3dad6ca78f.png,Severe
92,train\Mild\3ee17aa12e46.png,Mild
2121,train\No_DR\71c22da3d6c6.png,No_DR
3476,train\Severe\093a42649c29.png,Severe
1790,train\No_DR\41ab357d103f.png,No_DR
2911,train\No_DR\dcc6c0ad5cad.png,No_DR
2154,train\No_DR\763ad1236efe.png,No_DR
905,train\Moderate\873fe0404d6e.png,Moderate
2177,train\No_DR\789f0ec1eab8.png,No_DR
1895,train\No_DR\4ffa38550c95.png,No_DR
1682,train\No_DR\30db694bee42.png,No_DR
3469,train\Severe\0104b032c141.png,Severe
1089,train\Moderate\b1f4122fd36a.png,Moderate
250,train\Mild\a77dbec966d4.png,Mild
2940,train\No_DR\e04f3c6619a3.png,No_DR
3646,train\Severe\e76a9cbb2a8c.png,Severe
97,train\Mild\45e4b7eada54.png,Mild
959,train\Moderate\959dc602febc.png,Moderate
2860,train\No_DR\d69698f838db.png,No_DR
947,train\Moderate\91cbe1c775ef.png,Moderate
143,train\Mild\595446774178.png,Mild
485,train\Moderate\1d14dd912671.png,Moderate
3151,train\No_DR\fce73678f650.png,No_DR
420,train\Moderate\0e75d51152fc.png,Moderate
53,train\Mild\24b943fe725e.png,Mild
3231,train\Proliferate_DR\312694ea8e6a.png,Proliferate_DR
2973,train\No_DR\e4c799738a19.png,No_DR
446,train\Moderate\144a1a426137.png,Moderate
517,train\Moderate\234399352d36.png,Moderate
2767,train\No_DR\c7c3d363bc86.png,No_DR
3652,train\Severe\f576e45d1da2.png,Severe
2552,train\No_DR\aafb0c944f14.png,No_DR
1630,train\No_DR\28751f290ba3.png,No_DR
2391,train\No_DR\969f92a390db.png,No_DR
737,train\Moderate\55092c0071eb.png,Moderate
1284,train\Moderate\e599151ca14b.png,Moderate
1495,train\No_DR\143db89c11c8.png,No_DR
3024,train\No_DR\ebd96d853918.png,No_DR
118,train\Mild\4f7755e74a9e.png,Mild
1942,train\No_DR\555d0bef3c5b.png,No_DR
2224,train\No_DR\7f39c36469b5.png,No_DR
123,train\Mild\513b0a4651fa.png,Mild
3626,train\Severe\c9ea9d5eab65.png,Severe
2849,train\No_DR\d4bc001f7224.png,No_DR
